text,target,num_characters,num_words,num_sentences
I though we shd go out n have some fun so bar in town or something ‰ÛÒ sound ok?,0,62,20,1
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,117,43,2
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,125,34,3
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,133,28,2
We're finally ready fyi,0,20,5,1
Auntie huai juan never pick up her phone,0,33,8,1
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,136,26,3
"Ya tel, wats ur problem..",0,21,7,1
i dnt wnt to tlk wid u,0,16,7,1
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",0,127,37,2
Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,55,18,1
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,172,38,1
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,216,80,14
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0,93,28,3
All e best 4 ur exam later.,0,21,8,1
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,111,31,3
Oh k.i think most of wi and nz players unsold.,0,37,11,1
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,92,30,1
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,120,38,5
"Haha just kidding, papa needs drugs",0,30,7,1
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,66,22,2
Oh ok..,0,6,3,1
R we still meeting 4 dinner tonight?,0,30,8,1
Thats cool! I am a gentleman and will treat you with dignity and respect.,0,60,16,2
Shall i start from hear.,0,20,6,1
Then we wait 4 u lor... No need 2 feel bad lar...,0,38,14,1
No did you check? I got his detailed message now,0,39,11,2
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,127,37,4
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,76,19,1
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,82,24,3
cool. We will have fun practicing making babies!,0,41,10,2
Actually getting ready to leave the house.,0,36,8,1
K..k..any special today?,0,22,8,1
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,138,31,3
Then we gotta do it after that,0,24,8,1
"I've got ten bucks, jay is being noncomittal",0,37,10,1
Where at were hungry too,0,20,5,1
Pls speak to that customer machan.,0,29,7,1
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,120,28,1
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,122,25,3
So wats ur opinion abt him and how abt is character?,0,42,12,1
Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,66,17,1
No..few hours before.went to hair cut .,0,33,9,1
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0,63,21,2
Lmao. Take a pic and send it to me.,0,27,11,2
"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""",0,69,21,1
No. She's currently in scotland for that.,0,35,10,2
Do you work all this week ?,0,21,7,1
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,128,25,1
Lol great now im getting hungry.,0,27,7,1
Yes.. now only saw your message..,0,28,8,1
I'll be at mu in like  &lt;#&gt;  seconds,0,32,15,1
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,103,29,3
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",0,125,31,1
For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,60,14,2
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,112,36,3
"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""",0,103,25,2
Thanks for ve lovely wisheds. You rock,0,32,8,2
You intrepid duo you! Have a great time and see you both soon. ,0,50,15,2
I asked sen to come chennai and search for job.,0,38,11,1
Dad went out oredi... ,0,18,5,1
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0,93,27,2
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,56,19,3
"Arms fine, how's Cardiff and uni? ",0,28,9,1
In fact when do you leave? I think addie goes back to school tues or wed,0,57,17,2
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",0,114,31,2
Ya:)going for restaurant..,0,24,7,1
"Its ok., i just askd did u knw tht no?",0,29,12,1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,116,30,2
Those ducking chinchillas,0,23,3,1
I am in a marriage function,0,22,6,1
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,128,33,1
Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!,0,88,22,2
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,115,28,1
say thanks2. ,0,11,3,1
Msg me when rajini comes.,0,21,6,1
Ya! when are Ì_ taking ure practical lessons? I start in june..  ,0,52,15,3
"That's good, because I need drugs",0,28,8,1
Stupid.its not possible,0,21,3,1
Can Ì_ all decide faster cos my sis going home liao..,0,43,12,1
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,131,33,5
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0,85,25,3
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,129,28,2
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,68,14,1
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,120,34,1
Kinda. First one gets in at twelve! Aah. Speak tomo,0,42,13,4
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,129,29,4
Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,0,91,27,1
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,103,34,3
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,135,30,3
I wont touch you with out your permission.,0,35,9,1
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,1,134,29,2
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,124,33,1
Take some small dose tablet for fever,0,31,7,1
Oh. U must have taken your REAL Valentine out shopping first.,0,51,13,2
"Just sent you an email ‰ÛÒ to an address with incomm in it, is that right?",0,59,18,1
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,73,25,2
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,112,35,1
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,71,23,3
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,59,23,2
Why you keeping me away like this,0,27,7,1
I think its far more than that but find out. Check google maps for a place from your dorm.,0,72,21,2
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,118,34,2
Have you always been saying welp?,0,28,7,1
"I'm a guy, browsin is compulsory",0,27,8,1
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,126,27,2
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",0,103,35,1
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,122,39,6
I told your number to gautham..,0,26,7,1
Tell them no need to investigate about me anywhere.,0,43,10,1
Ok i juz receive..,0,15,5,1
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",0,139,38,3
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,109,28,2
In the end she might still vomit but its okay. Not everything will come out.,0,62,17,2
How are you with moneY...as in to you...money aint a thing....how are you sha!,0,65,21,1
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,0,91,25,4
Hey gals.. Anyone of u going down to e driving centre tmr?,0,47,14,2
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0,125,38,3
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,0,48,19,2
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",0,126,32,2
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,127,36,7
Host-based IDPS for linux systems.,0,30,6,1
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,99,25,1
Don no da:)whats you plan?,0,22,9,1
Ill be there on  &lt;#&gt;  ok.,0,24,13,1
Oh my God. I'm almost home,0,21,8,2
Total video converter free download type this in google search:),0,55,12,1
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,98,27,3
Sounds like something that someone testing me would sayy,0,48,9,1
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0,116,36,2
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",0,75,22,3
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0,89,26,3
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",0,364,102,6
Hows the champ just leaving glasgow!,0,31,7,1
K:)all the best:)congrats...,0,26,10,1
I wonder if you'll get this text?,0,27,9,1
I need to come home and give you some good lovin...,0,41,12,1
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,130,31,3
Shall i ask one thing if you dont mistake me.,0,36,11,1
Check wid corect speling i.e. Sarcasm,0,32,7,2
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,133,30,4
